代码,名称,最新价,PE(TTM),PB,ROE(TTM),营收同比,净利同比,毛利率,总市值,上市日期
603929,亚翔集成,154.69,27.02,16.21,59.992598075499636,51.3555104102,204.798627821705,24.2492882778,33004658400,20161230
601088,中国神华,47.51,19.09,2.29,11.995809324253536,7.9322551775,4.103977087336,35.4841606017,1030465023783,20071009
600036,招商银行,41.35,6.87,0.91,13.24599708879185,4.8314692679,2.021887094622,0.0,1042840615601,20020409
002895,川恒股份,31.88,15.04,2.68,17.819148936170215,20.7627425244,4.504430573782,28.5288189914,19315084050,20170825
002353,杰瑞股份,118.94,46.21,5.26,11.382817571954122,10.806119496,-3.646830450071,30.9748123683,121777412777,20100205
