159307,红利低波100,-0.3882,-0.6846,0.9567,0.7209,0.8523,0.8094,-0.8973,0.9665,0.9147,1.0000,0.9179,-0.7540,-0.0053,-0.5130,0.4966,0.9461,-0.6232,0.6137,-0.3227,0.1264,0.0664,0.8895,-0.2927,0.5908,-0.4363,-0.7544,0.2685,0.6760,-0.8128,0.6593,0.6577,-0.6675,-0.8250,0.7771,-0.4716,0.9066,0.8539,0.2558,0.8098,-0.5576,0.7061,-0.5299,0.9391,0.1089,0.7916,0.2662,0.1316,0.9373,0.8843,0.6046,-0.7357,-0.4033,0.9451,0.8426,0.7155,0.9180,0.9620,0.9507,-0.7650,-0.9195,-0.1082
159333,港股通央企红利,-0.1244,-0.4512,0.9074,0.7972,0.9293,0.8937,-0.7740,0.9628,0.8648,0.9179,1.0000,-0.6075,0.0288,-0.2302,0.6887,0.9671,-0.3829,0.5687,-0.0588,0.3673,0.1327,0.9454,-0.2771,0.8001,-0.1868,-0.7498,0.3657,0.7463,-0.7388,0.7546,0.8056,-0.5520,-0.6339,0.8603,-0.1946,0.8746,0.7313,0.3004,0.6709,-0.5128,0.7432,-0.5122,0.9843,0.1800,0.8279,0.3125,0.1302,0.9861,0.9539,0.6863,-0.6194,-0.1795,0.8941,0.9530,0.8779,0.9767,0.9411,0.9649,-0.7669,-0.7843,-0.1574
159338,中证A500,0.5314,0.7945,-0.5921,-0.3906,-0.4927,-0.4649,0.8503,-0.6917,-0.7256,-0.7540,-0.6075,1.0000,0.3134,0.7575,-0.1436,-0.6584,0.7719,-0.1753,0.6691,0.2908,0.4007,-0.6503,0.6239,-0.2196,0.7162,0.8360,-0.0789,-0.2714,0.8610,-0.1117,-0.5141,0.9742,0.9509,-0.3463,0.7244,-0.6337,-0.6391,-0.2194,-0.4737,0.7901,-0.6037,0.6075,-0.6443,0.3495,-0.4305,-0.2275,0.3473,-0.6149,-0.5888,-0.3660,0.7782,0.7725,-0.6809,-0.5189,-0.3048,-0.6227,-0.7919,-0.6642,0.7816,0.9120,0.0346
159529,标普消费,0.1222,0.3734,0.1518,0.1529,0.1777,0.1503,0.0682,0.0367,0.0127,-0.0053,0.0288,0.3134,1.0000,0.4833,0.3491,0.0827,0.2621,0.3079,0.4699,0.3938,0.7589,0.0978,0.5420,0.2028,0.3711,0.1961,0.2510,0.1910,0.1920,0.4156,0.0300,0.2926,0.3023,0.2429,0.3914,0.0696,0.0740,0.2037,0.2297,0.3078,0.0387,0.4482,0.0648,0.7263,0.0630,0.2060,0.6931,0.0600,0.1071,0.2018,0.1558,0.5310,0.0755,0.1532,0.3072,0.0966,-0.0485,0.0370,0.1061,0.2203,0.1126
159531,中证2000,0.7086,0.8647,-0.3365,-0.0293,-0.0926,-0.0680,0.6022,-0.3467,-0.4674,-0.5130,-0.2302,0.7575,0.4833,1.0000,0.2887,-0.3013,0.8311,-0.0538,0.8912,0.6060,0.5198,-0.2378,0.5044,0.2735,0.8600,0.4411,0.1944,-0.0004,0.5831,0.1630,-0.0458,0.6646,0.8268,0.0330,0.8771,-0.3365,-0.4842,-0.0051,-0.4136,0.5117,-0.2438,0.4715,-0.2682,0.5045,-0.2803,-0.0057,0.3948,-0.2812,-0.1640,0.0289,0.6082,0.9178,-0.4244,-0.0891,0.1707,-0.2046,-0.4602,-0.3253,0.3402,0.7035,-0.0295
159562,黄金股,0.4696,0.1493,0.5384,0.8673,0.8415,0.8682,-0.4257,0.6643,0.6388,0.4966,0.6887,-0.1436,0.3491,0.2887,1.0000,0.5936,0.2332,0.2242,0.4349,0.8508,0.3959,0.7447,-0.1669,0.8881,0.3900,-0.5894,0.6574,0.8604,-0.4587,0.6842,0.5087,-0.1647,-0.0755,0.8618,0.3928,0.6842,0.5152,0.6133,0.4565,-0.4332,0.3632,0.0720,0.6692,0.4461,0.6264,0.6192,0.2175,0.6442,0.7473,0.4782,-0.3985,0.2590,0.6061,0.6825,0.8705,0.7438,0.5623,0.6625,-0.5603,-0.3262,0.1870
159569,港股通红利低波,-0.2965,-0.5284,0.9355,0.7283,0.8919,0.8381,-0.8094,0.9624,0.8588,0.9461,0.9671,-0.6584,0.0827,-0.3013,0.5936,1.0000,-0.5043,0.6511,-0.1569,0.2446,0.1886,0.9346,-0.2086,0.7274,-0.3050,-0.7035,0.2805,0.6722,-0.7232,0.7629,0.7997,-0.5901,-0.7097,0.8079,-0.3220,0.8580,0.7776,0.2381,0.7443,-0.4731,0.8012,-0.5216,0.9888,0.2313,0.7433,0.2529,0.2222,0.9704,0.9420,0.7518,-0.6080,-0.2236,0.9198,0.9532,0.8242,0.9592,0.9417,0.9701,-0.7582,-0.8185,-0.1950
159608,稀有金属,0.8747,0.7653,-0.5304,-0.0414,-0.2387,-0.1612,0.7045,-0.4539,-0.4527,-0.6232,-0.3829,0.7719,0.2621,0.8311,0.2332,-0.5043,1.0000,-0.2792,0.8585,0.6642,0.3255,-0.4128,0.3631,0.0851,0.9406,0.4199,0.0762,0.0195,0.6090,-0.0592,-0.3198,0.7041,0.8237,-0.0645,0.7859,-0.3802,-0.5643,-0.0828,-0.5298,0.3647,-0.5878,0.6153,-0.4325,0.3365,-0.3533,-0.0914,0.1570,-0.4636,-0.2832,-0.1693,0.5864,0.8061,-0.5456,-0.3547,-0.0461,-0.3621,-0.5585,-0.4509,0.3219,0.7068,-0.0313
159611,电力,-0.3677,-0.3989,0.6787,0.3250,0.4735,0.4004,-0.3372,0.5697,0.3931,0.6137,0.5687,-0.1753,0.3079,-0.0538,0.2242,0.6511,-0.2792,1.0000,0.0260,0.1749,0.5440,0.4202,0.4837,0.3345,-0.1322,-0.0510,-0.1615,0.2984,-0.1027,0.7829,0.4557,-0.0427,-0.3762,0.4717,-0.2491,0.4663,0.3693,-0.3153,0.5307,0.1740,0.4480,-0.2429,0.5982,0.5599,0.3719,-0.3008,0.6817,0.5878,0.5775,0.6961,-0.0189,0.1582,0.4952,0.6098,0.5410,0.5682,0.5171,0.5925,-0.3520,-0.4419,-0.5534
159637,新能源车,0.8160,0.7388,-0.1384,0.1954,0.0926,0.1369,0.4299,-0.1464,-0.2409,-0.3227,-0.0588,0.6691,0.4699,0.8912,0.4349,-0.1569,0.8585,0.0260,1.0000,0.7624,0.5243,-0.1013,0.4262,0.3919,0.9676,0.2842,0.2637,0.2827,0.4024,0.2856,-0.0557,0.5919,0.7057,0.2654,0.8292,-0.0950,-0.3024,0.0058,-0.2544,0.3930,-0.2629,0.4432,-0.0984,0.5261,-0.0672,0.0016,0.4025,-0.1118,-0.0046,0.0424,0.3888,0.9390,-0.2456,-0.0060,0.2791,-0.0531,-0.3136,-0.1457,0.2087,0.5358,-0.0460
159652,有色,0.7444,0.4057,0.2083,0.6609,0.5351,0.5889,0.0263,0.3227,0.2832,0.1264,0.3673,0.2908,0.3938,0.6060,0.8508,0.2446,0.6642,0.1749,0.7624,1.0000,0.5364,0.3545,0.1663,0.7049,0.7630,-0.1915,0.4574,0.6861,-0.0058,0.5871,0.2211,0.2759,0.3105,0.6577,0.6237,0.3711,0.1339,0.2953,0.1450,-0.0832,-0.0357,0.3596,0.3300,0.5883,0.3171,0.2964,0.3553,0.2930,0.4631,0.3372,0.0282,0.6309,0.2220,0.3637,0.6571,0.4167,0.1823,0.3192,-0.2856,0.0555,-0.0080
159655,标普,0.1327,0.2804,0.2249,0.2168,0.2335,0.2016,0.1475,0.1146,0.0364,0.0664,0.1327,0.4007,0.7589,0.5198,0.3959,0.1886,0.3255,0.5440,0.5243,0.5364,1.0000,0.1140,0.7713,0.2901,0.4267,0.2828,0.0809,0.2656,0.3137,0.6591,0.0473,0.4499,0.2866,0.3190,0.3367,0.0994,0.1001,-0.0278,0.3181,0.4438,-0.0182,0.5232,0.1761,0.9887,0.0583,-0.0197,0.9394,0.1392,0.2331,0.4166,0.3208,0.6256,0.1333,0.2549,0.3954,0.1846,-0.0041,0.1480,0.0489,0.1719,-0.1756
159691,港股红利工银,-0.1057,-0.3793,0.8751,0.8385,0.9553,0.9294,-0.8403,0.9529,0.8961,0.8895,0.9454,-0.6503,0.0978,-0.2378,0.7447,0.9346,-0.4128,0.4202,-0.1013,0.3545,0.1140,1.0000,-0.4024,0.8217,-0.2190,-0.8313,0.5234,0.7841,-0.8240,0.6828,0.7931,-0.6305,-0.6235,0.8719,-0.1645,0.8933,0.8046,0.5357,0.7065,-0.6270,0.7953,-0.4370,0.9521,0.1577,0.8006,0.5473,0.0750,0.9469,0.9358,0.6482,-0.7234,-0.2380,0.9135,0.9343,0.8734,0.9636,0.9207,0.9538,-0.7660,-0.7721,0.0919
159696,纳指,-0.0149,0.2649,-0.1474,-0.3174,-0.2978,-0.3428,0.5452,-0.3260,-0.4348,-0.2927,-0.2771,0.6239,0.5420,0.5044,-0.1669,-0.2086,0.3631,0.4837,0.4262,0.1663,0.7713,-0.4024,1.0000,-0.2075,0.3585,0.7281,-0.3937,-0.2718,0.7303,0.3185,-0.2326,0.6992,0.4501,-0.1881,0.2270,-0.3684,-0.3660,-0.5396,-0.0845,0.8281,-0.3143,0.4722,-0.2542,0.7447,-0.3180,-0.5364,0.8370,-0.2682,-0.2229,0.1392,0.7211,0.6383,-0.3304,-0.1667,-0.0837,-0.2752,-0.3784,-0.2955,0.3960,0.4550,-0.4562
159697,石油,0.3592,0.0749,0.6536,0.8444,0.8942,0.8951,-0.4950,0.7529,0.6220,0.5908,0.8001,-0.2196,0.2028,0.2735,0.8881,0.7274,0.0851,0.3345,0.3919,0.7049,0.2901,0.8217,-0.2075,1.0000,0.2952,-0.6061,0.6227,0.8234,-0.5104,0.7047,0.6977,-0.2437,-0.1640,0.8899,0.3226,0.7146,0.5273,0.4881,0.4386,-0.4039,0.5844,-0.2055,0.7752,0.3361,0.6365,0.4965,0.1879,0.7535,0.8262,0.6024,-0.4039,0.2531,0.6572,0.8239,0.9322,0.8323,0.6477,0.7598,-0.5826,-0.3948,0.0495
159755,电池ETF,0.8917,0.7566,-0.2887,0.1548,-0.0140,0.0524,0.5191,-0.2569,-0.2964,-0.4363,-0.1868,0.7162,0.3711,0.8600,0.3900,-0.3050,0.9406,-0.1322,0.9676,0.7630,0.4267,-0.2190,0.3585,0.2952,1.0000,0.3083,0.2499,0.2401,0.4585,0.1403,-0.2073,0.6395,0.7612,0.1721,0.8335,-0.1729,-0.3639,0.0094,-0.3315,0.3390,-0.4362,0.5381,-0.2321,0.4368,-0.1612,0.0021,0.2809,-0.2561,-0.1164,-0.0917,0.4269,0.8934,-0.3406,-0.1664,0.1576,-0.1698,-0.4121,-0.2645,0.2437,0.5950,0.0026
159781,双创50,0.0428,0.4768,-0.6372,-0.7494,-0.7627,-0.7815,0.8522,-0.8074,-0.8494,-0.7544,-0.7498,0.8360,0.1961,0.4411,-0.5894,-0.7035,0.4199,-0.0510,0.2842,-0.1915,0.2828,-0.8313,0.7281,-0.6061,0.3083,1.0000,-0.4964,-0.6534,0.9411,-0.2703,-0.5904,0.8589,0.7203,-0.6741,0.3001,-0.8149,-0.7069,-0.5546,-0.4857,0.9200,-0.5744,0.4492,-0.7465,0.2168,-0.6228,-0.5584,0.3467,-0.7224,-0.7550,-0.3742,0.8572,0.5025,-0.7609,-0.6520,-0.6136,-0.7885,-0.8326,-0.7696,0.8617,0.8285,-0.1859
159869,游戏,0.4195,0.2917,0.3585,0.7046,0.6042,0.6544,-0.4347,0.3834,0.4423,0.2685,0.3657,-0.0789,0.2510,0.1944,0.6574,0.2805,0.0762,-0.1615,0.2637,0.4574,0.0809,0.5234,-0.3937,0.6227,0.2499,-0.4964,1.0000,0.6818,-0.4893,0.2563,0.2142,-0.1890,0.0587,0.6262,0.4279,0.5489,0.5174,0.8053,0.3815,-0.4025,0.2692,0.0253,0.3278,0.0880,0.4713,0.8002,-0.0273,0.3741,0.3337,-0.0575,-0.5163,0.1139,0.4475,0.3645,0.5511,0.4207,0.2657,0.3349,-0.2086,-0.1555,0.6226
159905,深红利,0.3317,-0.0986,0.7231,0.9532,0.9045,0.9379,-0.6332,0.7898,0.7888,0.6760,0.7463,-0.2714,0.1910,-0.0004,0.8604,0.6722,0.0195,0.2984,0.2827,0.6861,0.2656,0.7841,-0.2718,0.8234,0.2401,-0.6534,0.6818,1.0000,-0.6286,0.6514,0.4064,-0.2644,-0.2744,0.9452,0.1586,0.8706,0.7295,0.5631,0.6521,-0.4875,0.3814,-0.0831,0.7376,0.3146,0.7503,0.5652,0.1828,0.7326,0.7614,0.3727,-0.6297,0.1007,0.7578,0.6678,0.8144,0.7860,0.6452,0.7628,-0.5576,-0.5151,0.2313
159967,创业板成长,0.2132,0.5493,-0.7322,-0.6807,-0.7448,-0.7444,0.9466,-0.8116,-0.8503,-0.8128,-0.7388,0.8610,0.1920,0.5831,-0.4587,-0.7232,0.6090,-0.1027,0.4024,-0.0058,0.3137,-0.8240,0.7303,-0.5104,0.4585,0.9411,-0.4893,-0.6286,1.0000,-0.2580,-0.5278,0.8774,0.7771,-0.6418,0.3995,-0.8292,-0.7976,-0.5663,-0.5973,0.8309,-0.6389,0.5461,-0.7464,0.2783,-0.7059,-0.5698,0.3224,-0.7584,-0.6926,-0.2776,0.9632,0.5920,-0.8126,-0.6396,-0.5374,-0.7546,-0.8217,-0.7767,0.7141,0.8520,-0.2847
159980,有色ETF,-0.0161,-0.1361,0.7540,0.6544,0.7599,0.7087,-0.4102,0.7086,0.5721,0.6593,0.7546,-0.1117,0.4156,0.1630,0.6842,0.7629,-0.0592,0.7829,0.2856,0.5871,0.6591,0.6828,0.3185,0.7047,0.1403,-0.2703,0.2563,0.6514,-0.2580,1.0000,0.5822,-0.0250,-0.2295,0.7722,0.0905,0.6404,0.5371,0.1176,0.6573,-0.0006,0.5059,-0.0787,0.7626,0.6887,0.6113,0.1313,0.6677,0.7587,0.7557,0.6830,-0.1797,0.2977,0.6723,0.7908,0.8209,0.7583,0.6168,0.7266,-0.4420,-0.4111,-0.2673
159981,能源化工ETF,-0.1577,-0.2755,0.6260,0.5158,0.7064,0.6564,-0.5381,0.7365,0.5537,0.6577,0.8056,-0.5141,0.0300,-0.0458,0.5087,0.7997,-0.3198,0.4557,-0.0557,0.2211,0.0473,0.7931,-0.2326,0.6977,-0.2073,-0.5904,0.2142,0.4064,-0.5278,0.5822,1.0000,-0.4904,-0.4877,0.5811,-0.1118,0.5792,0.3822,0.2054,0.3134,-0.3941,0.8812,-0.5936,0.7808,0.0871,0.5321,0.2198,0.0394,0.7847,0.8027,0.7824,-0.3386,-0.1178,0.5940,0.8891,0.7476,0.7934,0.7620,0.7693,-0.6645,-0.5703,-0.2262
510300,沪深300,0.4218,0.6646,-0.5262,-0.3877,-0.4724,-0.4564,0.8327,-0.6311,-0.6739,-0.6675,-0.5520,0.9742,0.2926,0.6646,-0.1647,-0.5901,0.7041,-0.0427,0.5919,0.2759,0.4499,-0.6305,0.6992,-0.2437,0.6395,0.8589,-0.1890,-0.2644,0.8774,-0.0250,-0.4904,1.0000,0.8652,-0.3327,0.6175,-0.5952,-0.5976,-0.3133,-0.3856,0.8144,-0.5947,0.5885,-0.5842,0.4033,-0.3796,-0.3201,0.4228,-0.5583,-0.5303,-0.2845,0.8016,0.7207,-0.6218,-0.4769,-0.2915,-0.5746,-0.7174,-0.5975,0.7408,0.8323,-0.0773
510500,中证500,0.6552,0.9205,-0.6697,-0.3723,-0.4876,-0.4458,0.8304,-0.7287,-0.7391,-0.8250,-0.6339,0.9509,0.3023,0.8268,-0.0755,-0.7097,0.8237,-0.3762,0.7057,0.3105,0.2866,-0.6235,0.4501,-0.1640,0.7612,0.7203,0.0587,-0.2744,0.7771,-0.2295,-0.4877,0.8652,1.0000,-0.3545,0.8349,-0.6551,-0.6717,-0.0464,-0.5775,0.6587,-0.5838,0.6092,-0.6772,0.2340,-0.4626,-0.0556,0.1780,-0.6516,-0.6122,-0.4357,0.7006,0.7571,-0.7199,-0.5382,-0.2971,-0.6376,-0.8172,-0.7080,0.7500,0.9548,0.1916
512040,国信价值,0.2205,-0.1613,0.8369,0.9496,0.9601,0.9703,-0.6751,0.8798,0.8211,0.7771,0.8603,-0.3463,0.2429,0.0330,0.8618,0.8079,-0.0645,0.4717,0.2654,0.6577,0.3190,0.8719,-0.1881,0.8899,0.1721,-0.6741,0.6262,0.9452,-0.6418,0.7722,0.5811,-0.3327,-0.3545,1.0000,0.1048,0.8970,0.7447,0.4741,0.6797,-0.4496,0.5230,-0.1993,0.8525,0.3698,0.7736,0.4800,0.2672,0.8450,0.8742,0.5448,-0.5882,0.1200,0.8230,0.8145,0.9175,0.8948,0.7592,0.8574,-0.6496,-0.5846,0.0788
512660,军工,0.8000,0.9340,-0.3085,0.0791,-0.0016,0.0405,0.4735,-0.3071,-0.3598,-0.4716,-0.1946,0.7244,0.3914,0.8771,0.3928,-0.3220,0.7859,-0.2491,0.8292,0.6237,0.3367,-0.1645,0.2270,0.3226,0.8335,0.3001,0.4279,0.1586,0.3995,0.0905,-0.1118,0.6175,0.8349,0.1048,1.0000,-0.2261,-0.3684,0.2895,-0.3339,0.3384,-0.2595,0.4637,-0.2561,0.3042,-0.0681,0.2823,0.1679,-0.2278,-0.1882,-0.1985,0.3630,0.7752,-0.3473,-0.1237,0.1734,-0.1852,-0.4245,-0.3056,0.3866,0.6681,0.2943
512690,白酒,-0.0682,-0.4668,0.8876,0.9133,0.9288,0.9303,-0.8828,0.9453,0.9318,0.9066,0.8746,-0.6337,0.0696,-0.3365,0.6842,0.8580,-0.3802,0.4663,-0.0950,0.3711,0.0994,0.8933,-0.3684,0.7146,-0.1729,-0.8149,0.5489,0.8706,-0.8292,0.6404,0.5792,-0.5952,-0.6551,0.8970,-0.2261,1.0000,0.8606,0.4371,0.7693,-0.6388,0.6065,-0.3779,0.8814,0.1575,0.7759,0.4420,0.1035,0.8760,0.8638,0.5021,-0.7857,-0.2288,0.9140,0.7892,0.7964,0.9109,0.8757,0.9070,-0.7673,-0.8296,0.0648
513050,中概互联,-0.2983,-0.5089,0.8438,0.7468,0.7911,0.7741,-0.8759,0.8249,0.8877,0.8539,0.7313,-0.6391,0.0740,-0.4842,0.5152,0.7776,-0.5643,0.3693,-0.3024,0.1339,0.1001,0.8046,-0.3660,0.5273,-0.3639,-0.7069,0.5174,0.7295,-0.7976,0.5371,0.3822,-0.5976,-0.6717,0.7447,-0.3684,0.8606,1.0000,0.4952,0.9372,-0.5851,0.5456,-0.3027,0.7795,0.1300,0.6908,0.5026,0.1317,0.7682,0.7024,0.3405,-0.7938,-0.3813,0.9529,0.6589,0.5935,0.7649,0.7744,0.7943,-0.5890,-0.7766,0.2215
513120,港股创新药,0.2501,0.2100,0.2759,0.5432,0.5295,0.5606,-0.4636,0.3414,0.4464,0.2558,0.3004,-0.2194,0.2037,-0.0051,0.6133,0.2381,-0.0828,-0.3153,0.0058,0.2953,-0.0278,0.5357,-0.5396,0.4881,0.0094,-0.5546,0.8053,0.5631,-0.5663,0.1176,0.2054,-0.3133,-0.0464,0.4741,0.2895,0.4371,0.4952,1.0000,0.3620,-0.5196,0.3197,0.0516,0.2946,-0.0405,0.4978,0.9993,-0.1948,0.3339,0.3065,-0.0555,-0.6075,-0.1675,0.4198,0.3143,0.4276,0.3693,0.2926,0.3293,-0.1982,-0.1829,0.8460
513260,恒生科技,-0.3843,-0.4739,0.8294,0.6463,0.7162,0.6733,-0.7496,0.7494,0.7942,0.8098,0.6709,-0.4737,0.2297,-0.4136,0.4565,0.7443,-0.5298,0.5307,-0.2544,0.1450,0.3181,0.7065,-0.0845,0.4386,-0.3315,-0.4857,0.3815,0.6521,-0.5973,0.6573,0.3134,-0.3856,-0.5775,0.6797,-0.3339,0.7693,0.9372,0.3620,1.0000,-0.3457,0.4749,-0.1794,0.7314,0.3331,0.6530,0.3715,0.3727,0.7212,0.6387,0.3661,-0.6140,-0.2610,0.9032,0.6170,0.5555,0.6969,0.6963,0.7279,-0.4552,-0.6752,0.1172
513310,中韩半导体,0.0310,0.4529,-0.3767,-0.5933,-0.5423,-0.5850,0.7057,-0.6050,-0.7196,-0.5576,-0.5128,0.7901,0.3078,0.5117,-0.4332,-0.4731,0.3647,0.1740,0.3930,-0.0832,0.4438,-0.6270,0.8281,-0.4039,0.3390,0.9200,-0.4025,-0.4875,0.8309,-0.0006,-0.3941,0.8144,0.6587,-0.4496,0.3384,-0.6388,-0.5851,-0.5196,-0.3457,1.0000,-0.3814,0.3372,-0.5175,0.3756,-0.3967,-0.5201,0.5288,-0.4691,-0.5542,-0.2210,0.7643,0.6047,-0.5875,-0.3999,-0.3680,-0.5712,-0.6614,-0.5640,0.7779,0.7211,-0.2389
513350,标普油气,-0.3862,-0.3547,0.6999,0.4557,0.6880,0.6166,-0.7082,0.7292,0.5697,0.7061,0.7432,-0.6037,0.0387,-0.2438,0.3632,0.8012,-0.5878,0.4480,-0.2629,-0.0357,-0.0182,0.7953,-0.3143,0.5844,-0.4362,-0.5744,0.2692,0.3814,-0.6389,0.5059,0.8812,-0.5947,-0.5838,0.5230,-0.2595,0.6065,0.5456,0.3197,0.4749,-0.3814,1.0000,-0.6736,0.7562,-0.0051,0.5558,0.3355,0.0353,0.7817,0.7006,0.6395,-0.5168,-0.2746,0.6700,0.8423,0.6370,0.7423,0.7307,0.7599,-0.5257,-0.6218,-0.0065
