代码,指数代码,指数名,份额
560400,399975,中证全指证券公司指数,155493000
560410,931719,中证电池主题指数,56786100
560420,H30192,中证全指食品指数,154780171
560450,H30199,中证全指电力公用事业指数,307569000
560460,H30199,中证全指电力公用事业指数,338537000
560470,000811,细分有色,282340000
560480,H30199,中证全指电力公用事业指数,244803000
560490,H11059,中证工业有色金属主题指数,338482000
560500,930939,中证500质量成长指数,274339000
560510,000510,中证A500指数,2420026938
560520,930955,中证红利低波动100指数,28751000
560530,000510,中证A500指数,2275623668
560550,931755,中证上海环交所碳中和指数,127597408
560560,000977,中证内地低碳经济主题指数,70190090
560570,932422,中证A500红利低波动指数,1478541221
560580,H30199,中证全指电力公用事业指数,418003000
560590,000852,中证1000指数,13710000
560610,000510,中证A500指数,4450988393
560620,000995,中证全指公用事业指数,26367000
560630,H30590,中证机器人指数,117394000
560650,,,0
560660,931469,中证云计算50指数,133938000
560670,399986,中证银行指数,213974000
560680,000932,中证主要消费指数,327725629
560690,931235,中证电信主题指数,18889000
560700,932039,中证国新央企股东回报指数,377036856
560710,932420,中证智选船舶产业指数,1982580000
560720,930955,中证红利低波动100指数,278548000
560730,H30269,中证红利低波动指数,618836274
560733,,,0
560750,000510,中证A500指数,66554750
560770,H30590,中证机器人指数,1410133000
560780,931743,中证半导体材料设备主题指数,8053488000
560790,930601,中证软件服务指数,328455907
560800,931582,中证数字经济主题指数,299951111
560810,931243,中证诚通央企ESG指数,193116009
560820,930050,中证A50指数,40926000
560830,H30199,中证全指电力公用事业指数,1191519000
560850,931247,中证信息技术应用创新产业指数,77164000
560860,H11059,中证工业有色金属主题指数,5650233000
560870,H11059,中证工业有色金属主题指数,221351880
560880,930697,中证全指家用电器指数,205732000
560900,931152,中证创新药产业指数,208969080
560910,931719,中证电池主题指数,319721000
560920,931752,中证工程机械主题指数,247373264
560930,H30199,中证全指电力公用事业指数,265524000
560950,000905,中证500指数,13483000
560970,H11059,中证工业有色金属主题指数,228138000
560980,931798,中证光伏龙头30指数,333022000
560990,931447,中证科技先锋指数,14187107
561000,000300,沪深300指数,47420000
561010,932094,中证全指软件开发指数,248356000
561020,H30192,中证全指食品指数,203022206
561023,,,0
561030,931752,中证工程机械主题指数,276550000
561050,930632,中证稀有金属主题指数,495250000
561060,000824,中证国有企业红利指数,57565000
561080,932365,中证全指自由现金流指数,28250000
561090,000510,中证A500指数,212974000
561100,931494,中证消费电子主题指数,666746940
561120,930697,中证全指家用电器指数,29659890
561130,931403,中证新华社民族品牌工程指数,99935237
561160,931719,中证电池主题指数,2603335000
561170,931897,中证绿色电力指数,514532693
561180,000903,中证A100指数,47609590
561190,931755,中证上海环交所碳中和指数,199318041
561200,000903,中证A100指数,29470456
561220,931529,中证诚通国企数字经济指数,37053000
561230,930050,中证A50指数,440477836
561250,930632,中证稀有金属主题指数,226752176
561253,,,0
561260,932037,中证国新央企现代能源指数,24895245
561280,000852,中证1000指数,72847674
561300,000300,沪深300指数,358964969
561310,931494,中证消费电子主题指数,95833124
561320,000945,中证内地运输主题指数,57369000
561330,931892,中证有色金属矿业主题指数,1760392130
561350,000905,中证500指数,64700000
561360,H30198,中证油气产业指数,1324148000
561370,932000,中证2000指数,22356000
561380,HSCAUPG,恒生A股电网设备指数,6606033990
561393,,,0
561400,931946,中证畜牧养殖产业指数,217518968
561403,,,0
561413,,,0
561414,,,0
561420,932366,沪深300自由现金流指数,209236990
561423,,,0
561430,932315,中证全指红利质量指数,262223183
561450,SPCLLHCP,标普中国A股大盘红利低波50指数,212624349
561453,,,0
561460,930713,中证人工智能主题指数,393520000
561463,,,0
561470,931946,中证畜牧养殖产业指数,235936000
561473,,,0
561490,932315,中证全指红利质量指数,372631257
561493,,,0
561500,931526,中证企业核心竞争力50指数,57600250
561510,930641,中证中药指数,65206015
561550,000905,中证500指数,1036489551
561560,H30199,中证全指电力公用事业指数,2056124186
561570,H30198,中证油气产业指数,83147000
561580,000825,中证中央企业红利指数,2038870668
561590,000852,中证1000指数,73999645
561600,931494,中证消费电子主题指数,292548000
561620,000813,细分化工,207227000
561623,,,0
561630,932315,中证全指红利质量指数,253898000
561633,,,0
561660,931855,中证通用航空主题指数,59710000
561680,932422,中证A500红利低波动指数,71169000
561700,H30199,中证全指电力公用事业指数,345313584
561733,,,0
561734,,,0
561750,930050,中证A50指数,62996000
561760,931248,中证油气资源指数,186195000
561770,000903,中证A100指数,37550000
561780,000852,中证1000指数,11355790
561790,932037,中证国新央企现代能源指数,55434026
561800,930632,中证稀有金属主题指数,201577226
561810,H30217,中证全指医疗器械指数,215638361
561813,,,0
561870,932365,中证全指自由现金流指数,109765000
561880,000903,中证A100指数,80389000
561890,930903,中证A股指数,271112560
561893,,,0
561900,931463,沪深300ESG基准指数,23334374
561910,931719,中证电池主题指数,4748076605
561920,931992,中证疫苗与生物技术指数,48692000
561930,000300,沪深300指数,118260624
561950,000905,中证500指数,78156000
561960,932039,中证国新央企股东回报指数,54185247
561980,931865,中证半导体产业指数,8035550000
561990,000300,沪深300指数,328649245
562000,000903,中证A100指数,596737880
562010,931733,中证绿色能源指数,21298723
562030,931247,中证信息技术应用创新产业指数,136973868
562050,932217,中证制药指数,115468000
562060,CSPSADRP,标普中国A股红利机会指数,5508792568
562070,000300,沪深300指数,417542000
562080,932366,沪深300自由现金流指数,634757200
562173,,,0
562174,,,0
562300,000977,中证内地低碳经济主题指数,60495000
562310,000918,沪深300成长指数,536572276
562320,000919,沪深300价值指数,58295508
562330,H30352,中证500价值指数,10018919
562340,930939,中证500质量成长指数,6144349
562350,H30199,中证全指电力公用事业指数,127410858
562360,H30590,中证机器人指数,249474000
562380,932038,中证国新央企科技引领指数,71628894
562390,930641,中证中药指数,85429000
562500,H30590,中证机器人指数,15211187250
562510,930633,中证旅游主题指数,1064095000
562520,931591,中证智选1000成长创新策略指数,20568043
562530,931588,中证智选1000价值稳健策略指数,43143971
562550,931897,中证绿色电力指数,1666919319
562560,000993,中证全指信息技术指数,21265512
562570,931247,中证信息技术应用创新产业指数,299281000
562580,000989,中证全指可选消费指数,37723273
562590,931743,中证半导体材料设备主题指数,6946989000
562600,H30217,中证全指医疗器械指数,456937440
562660,932000,中证2000指数,208874000
562700,931230,中证汽车零部件主题指数,98750000
562800,930632,中证稀有金属主题指数,6042595000
562810,000001,上证综合指数,47951000
562820,932087,中证全指集成电路指数,366408000
562850,932037,中证国新央企现代能源指数,223981454
562860,931992,中证疫苗与生物技术指数,342894966
562870,399975,中证全指证券公司指数,522505224
562880,931719,中证电池主题指数,1106899595
562890,930050,中证A50指数,195551023
562900,930662,中证现代农业主题指数,222706318
562910,H11054,中证装备产业指数,224227318
562920,399994,中证信息安全主题指数,87069000
562930,930601,中证软件服务指数,1248437000
562950,931494,中证消费电子主题指数,1221258318
562960,931897,中证绿色电力指数,1190891000
562970,931151,中证光伏产业指数,372448000
562990,931755,中证上海环交所碳中和指数,384756000
563000,746059,MSCI中国A50互联互通人民币指数,1608451147
563010,931235,中证电信主题指数,100189318
563020,H30269,中证红利低波动指数,10721910000
563030,000905,中证500指数,97169000
563050,932038,中证国新央企科技引领指数,101208400
563060,931823,中证国资央企50指数,196527000
563080,930050,中证A50指数,1056588400
563090,000016,上证50指数,52848000
563150,931248,中证油气资源指数,57399000
563180,H30366,中证高股息策略指数,115420033
563200,932000,中证2000指数,33458827
563210,HSCSSE,恒生A股专精特新企业指数,102067000
563220,000510,中证A500指数,5963013687
563230,931594,中证卫星产业指数,3041237000
563280,746059,MSCI中国A50互联互通人民币指数,6706609
563300,932000,中证2000指数,2116174000
563320,931855,中证通用航空主题指数,206892000
563330,930903,中证A股指数,28160621
563350,930050,中证A50指数,179997649
563360,000510,中证A500指数,22225987426
563380,932088,中证全指航空航天指数,874950000
563390,932365,中证全指自由现金流指数,2009844000
563500,000510,中证A500指数,657958712
563510,932422,中证A500红利低波动指数,314537000
563520,000300,沪深300指数,379065000
563530,931594,中证卫星产业指数,1412748000
563550,000510,中证A500指数,76559000
563560,931696,中证科技优势成长50策略指数,54769000
563570,930986,中证金融科技主题指数,111374000
563580,932368,中证800自由现金流指数,289648000
563590,932422,中证A500红利低波动指数,69944444
563600,000510,中证A500指数,51483000
563620,932365,中证全指自由现金流指数,59049000
563630,000510,中证A500指数,39947055
563650,000510,中证A500指数,113909000
563660,000510,中证A500指数,60085160
563670,930986,中证金融科技主题指数,188987000
563680,932368,中证800自由现金流指数,115959000
563690,H30269,中证红利低波动指数,38882000
563700,H30270,中证红利价值指数,410150000
563750,000905,中证500指数,337237000
563760,932365,中证全指自由现金流指数,867913166
563770,932365,中证全指自由现金流指数,28807000
563780,932365,中证全指自由现金流指数,305027100
563790,931594,中证卫星产业指数,1080446990
563800,000510,中证A500指数,7093978099
563830,932365,中证全指自由现金流指数,133896000
563850,H30192,中证全指食品指数,86681721
563860,000510,中证A500指数,158844300
563870,931855,中证通用航空主题指数,106303944
563880,000510,中证A500指数,1000996359
563890,000824,中证国有企业红利指数,25336000
563900,932366,沪深300自由现金流指数,517965686
563930,000001,上证综合指数,31592000
563960,932431,沪深300质量指数,244512000
563980,931848,中证800红利低波动指数,207967000
563990,932368,中证800自由现金流指数,412573000
588000,000688,上证科创板50成份指数,29831668177
588010,000689,上证科创板新材料指数,767925838
588020,000690,上证科创板成长指数,1499373000
588030,000698,上证科创板100指数,2471838100
588040,000688,上证科创板50成份指数,65889000
588050,000688,上证科创板50成份指数,4331241293
588060,000688,上证科创板50成份指数,5041140000
588070,000690,上证科创板成长指数,24437000
588080,000688,上证科创板50成份指数,18766628122
588090,000688,上证科创板50成份指数,1950072758
588100,000682,上证科创板新一代信息技术指数,222746235
588110,000690,上证科创板成长指数,691032000
588120,000698,上证科创板100指数,1033622000
588130,000683,上证科创板生物医药指数,124082561
588140,000699,上证科创板200指数,208751000
588150,000688,上证科创板50成份指数,264932635
588160,000689,上证科创板新材料指数,503496000
588170,950125,上证科创板半导体材料设备主题指数,20781447000
588180,000688,上证科创板50成份指数,738353712
588190,000698,上证科创板100指数,1459618312
588200,000685,上证科创板芯片指数,45929684328
588210,000698,上证科创板100指数,168254000
588220,000698,上证科创板100指数,3197197860
588230,000699,上证科创板200指数,428939000
588240,000699,上证科创板200指数,101633000
588250,000683,上证科创板生物医药指数,265675000
588260,000682,上证科创板新一代信息技术指数,43746000
588270,000699,上证科创板200指数,250410000
588280,000688,上证科创板50成份指数,240121000
588290,000685,上证科创板芯片指数,4969191000
588300,931643,中证科创创业50指数,1318210544
588310,931643,中证科创创业50指数,28237499
588320,931643,中证科创创业50指数,50824629
588330,931643,中证科创创业50指数,901737802
588350,931643,中证科创创业50指数,618546000
588360,931643,中证科创创业50指数,199481800
588370,000688,上证科创板50成份指数,58272000
588380,931643,中证科创创业50指数,2384770049
588390,931643,中证科创创业50指数,134935865
588400,931643,中证科创创业50指数,1179600631
588410,932456,中证科创创业人工智能指数,101250000
588420,932456,中证科创创业人工智能指数,127648000
588430,932456,中证科创创业人工智能指数,92458000
588450,000688,上证科创板50成份指数,48568732
588460,000688,上证科创板50成份指数,594014000
588470,932456,中证科创创业人工智能指数,574907000
588480,932456,中证科创创业人工智能指数,163717000
588500,000698,上证科创板100指数,38647000
588510,932456,中证科创创业人工智能指数,413175000
588520,000681,上证科创板综合价格指数,12957000
588530,932456,中证科创创业人工智能指数,308233343
588533,,,0
588550,000680,上证科创板综合指数,51290000
588660,931643,中证科创创业50指数,29344015
588670,000680,上证科创板综合指数,41792000
588680,000698,上证科创板100指数,32361000
588690,000680,上证科创板综合指数,63636000
588700,000683,上证科创板生物医药指数,425336178
588710,950125,上证科创板半导体材料设备主题指数,10656885000
588720,000688,上证科创板50成份指数,89741789
588730,950180,上证科创板人工智能指数,661396333
588750,000685,上证科创板芯片指数,2713228000
588760,950180,上证科创板人工智能指数,2056532000
588770,000682,上证科创板新一代信息技术指数,326597060
588780,950162,上证科创板芯片设计主题指数,807902000
588790,950180,上证科创板人工智能指数,2815384000
588800,000698,上证科创板100指数,1617377000
588810,000685,上证科创板芯片指数,1782648000
588820,000699,上证科创板200指数,145400000
588830,000692,上证科创板新能源主题指数,595847900
588840,000688,上证科创板50成份指数,31236000
588850,000693,上证科创板工业机械指数,104779000
588860,000683,上证科创板生物医药指数,380889426
588870,000688,上证科创板50成份指数,269552000
588880,000698,上证科创板100指数,99368000
588890,000685,上证科创板芯片指数,2783430000
588900,000698,上证科创板100指数,301783000
588910,950333,上证智选科创板创新价值指数,106049130
588920,000685,上证科创板芯片指数,311876000
588930,950180,上证科创板人工智能指数,483329000
588940,000688,上证科创板50成份指数,2582840000
588950,000688,上证科创板50成份指数,209729666
588960,000692,上证科创板新能源主题指数,138579791
588980,000698,上证科创板100指数,14420000
588990,000685,上证科创板芯片指数,191745420
158003,932069,中证港股通医疗主题指数,259654396
158011,399264,创业板软件指数,209842654
158022,399102,创业板综合指数,201915335
158023,931848,中证800红利低波动指数,350080789
158025,399667,创业板成长指数,0
158026,399372,国证大盘成长指数,0
158028,930632,中证稀有金属主题指数,226187769
158030,CN5082,国证航天航空行业指数,0
158031,970070,创业板人工智能指数,0
158032,000813,细分化工,272335501
158037,H30590,中证机器人指数,0
158038,399365,国证粮食产业指数,206060020
158039,SPAHLVHP,标普港股通低波红利港币指数,0
158041,970083,创业板算力基础设施指数,0
158042,HSTECH,恒生科技指数,0
158043,980081,国证价值100指数,0
158046,931594,中证卫星产业指数,0
158047,399365,国证粮食产业指数,0
158049,970083,创业板算力基础设施指数,0
158050,970083,创业板算力基础设施指数,0
158052,970085,创业板金融科技指数,0
158053,970083,创业板算力基础设施指数,0
158055,970083,创业板算力基础设施指数,0
158056,970083,创业板算力基础设施指数,0
158057,970083,创业板算力基础设施指数,0
158058,970085,创业板金融科技指数,0
158059,970083,创业板算力基础设施指数,0
158061,970083,创业板算力基础设施指数,414066414
158063,970083,创业板算力基础设施指数,0
159025,931021,中证家电龙头指数,215935046
159047,930967,中证港股通信息技术综合港元指数,0
159058,399975,中证全指证券公司指数,250331247
159077,931719,中证电池主题指数,208242574
159083,930955,中证红利低波动100指数,284370472
159089,987022,国证港股通互联网指数,0
159095,931469,中证云计算50指数,291468139
159098,980081,国证价值100指数,239891589
512473,,,0
512474,,,0
512743,,,0
512744,,,0
515443,,,0
515444,,,0
515473,,,0
515474,,,0
515543,,,0
515544,,,0
515943,,,0
515944,,,0
516043,,,0
516044,,,0
517230,931470,中证沪港深云计算产业人民币指数,218545837
520740,931637,中证港股通互联网指数,205012592
526000,930967,中证港股通信息技术综合港元指数,107142000
526010,932069,中证港股通医疗主题指数,85458000
526030,930967,中证港股通信息技术综合港元指数,238464974
526050,930967,中证港股通信息技术综合港元指数,61630000
526060,930967,中证港股通信息技术综合港元指数,205877000
526070,HSISC,恒指港股通指数,235377000
560433,,,0
560434,,,0
561073,,,0
561074,,,0
561273,,,0
561274,,,0
561390,930632,中证稀有金属主题指数,271128095
561410,931151,中证光伏产业指数,254613258
561530,399986,中证银行指数,231334034
561533,,,0
561534,,,0
561613,,,0
561614,,,0
561653,,,0
561654,,,0
561690,932431,沪深300质量指数,431380633
561693,,,0
561694,,,0
561730,930903,中证A股指数,230748141
561830,931892,中证有色金属矿业主题指数,245571133
561833,,,0
561834,,,0
562113,,,0
562114,,,0
562153,,,0
562154,,,0
562180,932422,中证A500红利低波动指数,257149997
562183,,,0
562184,,,0
562203,,,0
562204,,,0
562403,,,0
562404,,,0
562423,,,0
562424,,,0
562453,,,0
562454,,,0
589000,000680,上证科创板综合指数,759507833
589010,950180,上证科创板人工智能指数,929793000
589020,950125,上证科创板半导体材料设备主题指数,4024438000
589030,950162,上证科创板芯片设计主题指数,292077000
589050,000681,上证科创板综合价格指数,46968000
589060,000681,上证科创板综合价格指数,62137860
589070,950162,上证科创板芯片设计主题指数,1213293000
589080,000680,上证科创板综合指数,138061000
589090,950180,上证科创板人工智能指数,161931000
589100,000685,上证科创板芯片指数,803442504
589110,950180,上证科创板人工智能指数,513413000
589120,950161,上证科创板创新药指数,894620000
589130,000685,上证科创板芯片指数,2759780000
589150,000688,上证科创板50成份指数,75437155
589160,000685,上证科创板芯片指数,170296000
589170,950162,上证科创板芯片设计主题指数,126909000
589180,000689,上证科创板新材料指数,93818000
589190,000685,上证科创板芯片指数,3415562000
589200,000699,上证科创板200指数,19507000
589210,950162,上证科创板芯片设计主题指数,1304938000
589220,000699,上证科创板200指数,313495777
589230,950180,上证科创板人工智能指数,223553000
589250,950162,上证科创板芯片设计主题指数,67101320
589260,950162,上证科创板芯片设计主题指数,52156000
589270,000698,上证科创板100指数,27516633
589280,000680,上证科创板综合指数,239069000
589290,950162,上证科创板芯片设计主题指数,235848945
589300,000680,上证科创板综合指数,41582547
589310,950180,上证科创板人工智能指数,265491783
589320,000699,上证科创板200指数,258053000
589330,000699,上证科创板200指数,215902000
589350,950162,上证科创板芯片设计主题指数,206281500
589360,000688,上证科创板50成份指数,230174000
589380,950180,上证科创板人工智能指数,89694276
589390,950162,上证科创板芯片设计主题指数,207810525
589400,950162,上证科创板芯片设计主题指数,359785204
589410,950180,上证科创板人工智能指数,342565586
589420,950162,上证科创板芯片设计主题指数,230481489
589430,950162,上证科创板芯片设计主题指数,256849936
589460,000699,上证科创板200指数,226630900
589500,000681,上证科创板综合价格指数,90064000
589520,950180,上证科创板人工智能指数,660104600
589550,950228,上证智选科创板价值50策略指数,22295466
589560,950180,上证科创板人工智能指数,226355000
589580,000681,上证科创板综合价格指数,10354822
589600,000681,上证科创板综合价格指数,221535000
589630,000680,上证科创板综合指数,325258000
589660,000680,上证科创板综合指数,233530000
589680,000680,上证科创板综合指数,1009943666
589700,000690,上证科创板成长指数,16291000
589720,950161,上证科创板创新药指数,2476823000
589770,000680,上证科创板综合指数,168569166
589780,000699,上证科创板200指数,54215000
589800,000680,上证科创板综合指数,915988225
589820,000699,上证科创板200指数,126720166
589850,000688,上证科创板50成份指数,334057000
589860,000680,上证科创板综合指数,154224000
589880,000680,上证科创板综合指数,634996039
589890,000681,上证科创板综合价格指数,84987000
589900,000680,上证科创板综合指数,168908173
589950,000698,上证科创板100指数,294873000
589960,000692,上证科创板新能源主题指数,131316000
589980,000698,上证科创板100指数,120122000
589990,000680,上证科创板综合指数,106090000
158062,970085,创业板金融科技指数,0
515440,930903,中证A股指数,207179311
588493,,,0
588494,,,0
